"","id","name","value"
"508","1510053","ANTELOPE VALLEY E KERN WTR AGY-ROSAMOND",50187
"509","1510055","CWS - NORTH GARDEN",23990
"510","1510056","CWS - LOWER BODFISH WATER SYSTEM",344
"511","1510701","EDWARDS AFB - MAIN BASE",11028
"512","1510703","CHINA LAKE NAVAL AIR WEAPONS STATION",5000
"513","1510800","CCI - TEHACHAPI",5332
"514","1510801","WASCO ST. PRISON RECEPTION CTR",5064
"515","1510802","KERN VALLEY STATE PRISON",5300
"516","1600002","SUNSET VISTA ESTATES MHP",400
"517","1600011","PIONEER ELEMENTARY SCHOOL",750
"518","1600013","LAKESIDE ELEMENTARY SCHOOL",388
"519","1600022","WESTSIDE HARVESTING, LLC",38
"520","1600023","AZCAL MANAGEMENT CO",73
"521","1600048","KETTLEMAN CITY ELEMENTARY",350
"522","1600050","CENTRAL VALLEY MEAT CO INC",280
"523","1600249","DEL MONTE FOODS PLANT #24",750
"524","1600293","CHAMPIONS- SAMUEL'S HOUSE",50
"525","1600303","KEENAN FARMS INC.",35
"526","1600601","KWRA MRF",53
"527","1600605","BAKER COMMODITIES INC.",47
"528","1600608",NA,NA
"529","1610001","ARMONA COMMUNITY SERVICES DIST",4143
"530","1610002","AVENAL, CITY OF",14154
"531","1610003","HANFORD, CITY OF",59338
"532","1610004","CORCORAN, CITY OF",24813
"533","1610005","LEMOORE, CITY OF",26093
"534","1610006","STRATFORD PUD",1301
"535","1610007","HOME GARDEN CSD",1750
"536","1610009","KETTLEMAN CITY CSD",1450
"537","1610700","LEMOORE NAVAL AIR STATION",12000
"538","1700508","GLENHAVEN MUTUAL WATER COMPANY",300
"539","1700511",NA,NA
"540","1700519","CRESCENT BAY IMPROVEMENT COMPANY",27
"541","1700527","MOUNTAIN OF ATTENTION WATER",40
"542","1700533","INDIAN BEACH RESORT",75
"543","1700536","SUNRISE SHORE MUTUAL WATER COMPANY",72
"544","1700542","BRANDING IRON MUTUAL",90
"545","1700544","LAKE COUNTY CSA 7 - BONANZA SPRINGS",352
"546","1700546","CLEAR WATER MUTUAL WATER COMPANY",263
"547","1700549","CORINTHIAN BAY MUTUAL WATER COMPANY",150
"548","1700552","HILL NINE AND TEN",43
"549","1700554","LAKE COUNTY CSA 13 - KONO TAYEE",397
"550","1700568","HARBOR VIEW MUTUAL WATER COMPANY",550
"551","1700574","LAKE COUNTY CSA 18 - STARVIEW",172
"552","1700579","VILLA BLUE ESTATES WATER DISTRICT",60
"553","1700580","TWIN CREEKS MOBILE AND RV VILLAGE",50
"554","1700581","CACHE CREEK MOBILE HOME PARK",150
"555","1700584","WESTWIND MOBILE HOME PARK",104
"556","1700592","KONOCTI SHORES",99
"557","1700595","CAL 20 VILLAGE AND MEADOW POINTE PARK",150
"558","1700601","LE TRIANON RESORT",45
"559","1700604","REEL IN RESORT",200
"560","1700609","LAZY S MOBILE RANCH",73
"561","1700610","BELLA LAGO MOBILE HOME PARK",152
"562","1700630","PIER 1900 HOMEOWNER S ASSOCIATION",51
"563","1700650",NA,NA
"564","1700657","WINDFLOWER POINT MUTUAL WATER COMPANY",25
"565","1700674","WALNUT COVE MOBILE ESTATES",200
"566","1700698","LARSEN S OFFICE COMPLEX",25
"567","1700702","INNISFREE WATER COMPANY",56
"568","1700704","SARATOGA SPRINGS",30
"569","1700716","LANGTRY ESTATE AND VINEYARDS",35
"570","1700725","3 BROTHERS TRAVEL PLAZA",25
"571","1700738","BOATIQUE WINES",25
"572","1710001","CLEARLAKE OAKS COUNTY WATER DISTRICT",2359
"573","1710002","GOLDEN STATE WATER CO.-CLEARLAKE SYSTEM",4224
"574","1710003","HIGHLANDS MUTUAL WATER COMPANY",13713
"575","1710004","LAKEPORT, CITY OF",5400
"576","1710005","LUCERNE WATER CO. - CAL WATER SERVICE",2305
"577","1710006","KONOCTI COUNTY WATER DISTRICT",4130
"578","1710007","KELSEYVILLE CO WATERWORKS DISTRICT 3",2793
"579","1710008","NICE MUTUAL WATER COMPANY",2500
"580","1710010","LOWER LAKE COUNTY WATER DISTRICT",1902
"581","1710011","BUCKINGHAM PARK WATER DISTRICT",1502
"582","1710012","COBB AREA COUNTY WATER DISTRICT",1769
"583","1710013","CALLAYOMI COUNTY WATER DISTRICT",1317
"584","1710014","MT. KONOCTI MUTUAL WATER COMPANY",3150
"585","1710015","HIDDEN VALLEY LAKE CSD",7038
"586","1710018","LAKE COUNTY CSA 2 - SPRING VALLEY",995
"587","1710021","LAKE COUNTY CSA 21 - NORTH LAKEPORT",2733
"588","1710022","LAKE COUNTY CSA 20 - SODA BAY",1792
"589","1710800","CDF-KONOCTI CONSERVATION CAMP NO. 27",100
"590","1800523","PINEVIEW MOBILE HOME PARK",113
"591","1800534","SPAULDING EAGLE LAKE MWC",30
"592","1800557","MOUNTAIN VALLEY LATTER-DAY SAINTS CHURCH",110
"593","1800573","RICHMOND ELEMENTARY SCHOOL",247
"594","1805004","CDCR-HIGH DESERT STATE PRISON",9132
"595","1805007","HERLONG PUBLIC UTILITY DISTRICT",2100
"596","1810003","LASSEN COUNTY WATER DISTRICT #1",320
"597","1810004","LEAVITT LAKE CSD",950
"598","1810700","SIERRA ARMY DEPOT",1965
"599","1810801","CAL FIRE-INTERMOUNTAIN CONSERVATION CAMP",108
"600","1900018","LIVINGSTON-GRAHAM HANSON AGGREGATES",75
"601","1900038","LANCASTER PARK MOBILE HOME PARK",61
"602","1900045","1000 TRAILS / SOLEDAD CANYON PRESERVE",800
"603","1900046","PETER PITCHESS HONOR RANCHO DETN. CTR",7500
"604","1900074","THE PAINTED TURTLE CAMP",57
"605","1900081","LE CHENE RESTAURANT WATER SYSTEM",100
"606","1900100","METTLER VALLEY MUTUAL",135
"607","1900143","DESERT AIRE GOLF COURSE",80
"608","1900155","WILSONA GARDENS MUTUAL",74
"609","1900158","LITTLE BALDY WATER",55
"610","1900520","THE VILLAGE MOBILE HOME PARK",50
"611","1900523","WHITE FENCE FARMS MWC NO.3",749
"612","1900529","CAMP WILLIAMS-RESORT WATER",80
"613","1900542","LOS ANGELES, CITY OF - POWER PLANT #2",40
"614","1900555","LOS ANGELES, CITY OF - POWER PLANT #1",20
"615","1900679","RANCHO LOS AMIGOS HOSPITAL",8800
"616","1900707","ALBERT EINSTEIN ACADEMY OF LEARNING",450
"617","1900741","YOUNG-NAK PRESBYTERIAN CHURCH",25
"618","1900750","DEL SUR SCHOOL/WESTSIDE UNION DISTRICT",825
"619","1900751","EASTSIDE UNION SCHOOL DISTRICT",650
"620","1900752","TEXAS CANYON RANGER STATION",30
"621","1900794","ANTELOPE PARK MUTUAL WATER COMPANY",445
"622","1900803","EL DORADO MUTUAL WATER CO.",648
"623","1900809","LANDALE MUTUAL WATER COMPANY",752
"624","1900820","LANG RANCH SHOPPING CENTER",28
"625","1900868","RIVERS END TRAILER PARK",35
"626","1900904","ACTON CONSERVATION CAMP #11",80
"627","1900913","LILY OF THE VALLEY MOBILE VILLAGE",495
"628","1900929","MIRA LOMA HIGH DESERT HOSPITAL",500
"629","1900942","ALPINE SPRINGS MOBILE HOME PARK",175
"630","1900975","WHITE ROCK LAKE RV PARK",30
"631","1907028","SPV WATER COMPANY",211
"632","1909644","AZUSA SPRINGS WATER SYSTEM",25
"633","1909645","LANCASTER NATIONAL SOCCER CENTER",500
"634","1910001","CITY OF ALHAMBRA",83089
"635","1910002","AMARILLO MUTUAL WATER COMPANY",3134
"636","1910003","CITY OF ARCADIA",46232
"637","1910004","GSWC - ARTESIA",47992
"638","1910005","LOS ANGELES CO WW DIST 40 REG 38 LAKE LA",13705
"639","1910006","SO. CAL. EDISON CO.-SANTA CATALINA",4096
"640","1910007","AZUSA LIGHT AND WATER",106400
"641","1910009","VALLEY COUNTY WATER DIST.",55703
"642","1910010","CALIFORNIA WATER SERVICE CO.-LANCASTER",1790
"643","1910011","GSWC - BELL, BELL GARDENS",58137
"644","1910013","BELLFLOWER - SOMERSET MWC",46300
"645","1910017","SANTA CLARITA VALLEY W.A.-SANTA CLARITA",124673
"646","1910019","CERRITOS - CITY, WATER DEPT.",49041
"647","1910020","EAST PASADENA WATER CO.",10993
"648","1910021","LIBERTY UTILITIES - COMPTON",24505
"649","1910022","CALIF STATE POLYTECHNICAL UNIV - POMONA",26757
"650","1910024","GSWC - CLAREMONT",37072
"651","1910025","LOS ANGELES CWWD 40 REG. 39-ROCK CREEK",1326
"652","1910026","COMPTON-CITY, WATER DEPT.",82238
"653","1910027","LOS ANGELES CWWD 40 REG. 35 - N.E. L.A.",780
"654","1910028","CRESCENTA VALLEY CWD",32710
"655","1910029","CITY OF INDUSTRY WATERWORKS SYSTEMS",6813
"656","1910030","GSWC - CULVER CITY",36215
"657","1910033","CALIFORNIA WATER SERVICE CO. - DOMINGUEZ",142654
"658","1910035","KINNELOA IRRIGATION DIST.",1937
"659","1910036","CALIFORNIA WATER SERVICE CO. - ELA",150977
"660","1910038","EL MONTE-CITY, WATER DEPT.",23748
"661","1910039","SAN GABRIEL VALLEY WATER CO.-EL MONTE",248000
"662","1910041","THREE VALLEYS MWD",48617
"663","1910042","PICO RIVERA - CITY, WATER DEPT.",39538
"664","1910043","GLENDALE-CITY, WATER DEPT.",201668
"665","1910044","GLENDORA-CITY, WATER DEPT.",42890
"666","1910045","ANTELOPE VALLEY-EAST KERN WATER AGENCY",107659
"667","1910047","HAWTHORNE-CITY WATER DEPT.",44585
"668","1910048","SANTA CLARITA VALLEY W.A.-IMPORTED DIVIS",275300
"669","1910049","HUNTINGTON PARK-CITY, WATER DEPT.",17272
"670","1910050","COMMERCE-CITY, WATER DEPT.",3824
"671","1910051","INGLEWOOD- CITY, WATER DEPT.",86418
"672","1910052","CAL/AM WATER COMPANY - BALDWIN HILLS",20740
"673","1910053","HEMLOCK MUTUAL WATER CO.",864
"674","1910054","LA CANADA IRRIGATION DIST.",9300
"675","1910056","LAKE ELIZABETH MUTUAL WATER CO.",1790
"676","1910059","SUBURBAN WATER SYSTEMS-LA MIRADA",55223
"677","1910060","LA PUENTE VALLEY CWD",9852
"678","1910061","LAS FLORES WATER CO.",4500
"679","1910062","LA VERNE, CITY WD",33200
"680","1910063","LINCOLN AVENUE WATER CO.",16126
"681","1910064","LITTLEROCK CREEK IRRIGATION DIST.",2900
"682","1910065","LONG BEACH-CITY, WATER DEPT.",480173
"683","1910066","LEISURE LAKE MOBILE ESTATES",280
"684","1910067","LOS ANGELES-CITY, DEPT. OF WATER & POWER",4061504
"685","1910070","LOS ANGELES CO WW DIST 4 & 34-LANCASTER",182075
"686","1910072","GSWC - WILLOWBROOK",10731
"687","1910073","LOMITA-CITY, WATER DEPT.",20290
"688","1910077","GSWC - FLORENCE/GRAHAM",65560
"689","1910079","LYNWOOD-CITY, WATER DEPT.",63327
"690","1910081","LYNWOOD PARK MUTUAL WATER CO.",2300
"691","1910083","MANHATTAN BEACH-CITY, WATER DEPT.",35135
"692","1910084","MAYWOOD MUTUAL WATER CO. #1",3619
"693","1910085","MAYWOOD MUTUAL WATER CO. #2",7118
"694","1910086","MAYWOOD MUTUAL WATER CO. #3",9500
"695","1910087","METROPOLITAN WATER DIST. OF SO. CAL.",18600000
"696","1910090","MONROVIA-CITY, WATER DEPT.",37531
"697","1910091","MONTEBELLO LAND & WATER CO.",32219
"698","1910092","MONTEREY PARK-CITY, WATER DEPT.",62183
"699","1910096","SANTA CLARITA VALLEY W.A.--NEWHALL DIV.",12480
"700","1910097","NORTHROP GRUMMAN CORP.",3407
"701","1910098","GSWC - NORWALK",44135
"702","1910099","PARADISE RANCH MHP",325
"703","1910101","ORCHARD DALE WATER DISTRICT",25000
"704","1910102","PALMDALE WATER DIST.",116183
"705","1910103","PALM RANCH IRRIGATION DIST.",5040
"706","1910105","PARAMOUNT - CITY, WATER DEPT.",56400
"707","1910108","CITY OF BELL GARDENS",11879
"708","1910117","MONTEBELLO-CITY, WATER DEPT.",8239
"709","1910124","PASADENA-CITY, WATER DEPT.",162176
"710","1910125","PICO WD",25284
"711","1910126","POMONA - CITY, WATER DEPT.",155604
"712","1910128","COVINA IRRIGATING CO.",369102
"713","1910130","QUARTZ HILL WATER DIST.",20352
"714","1910134","CALIFORNIA WATER SERVICE CO. - HERM/REDO",95944
"715","1910137","THE BOEING COMPANY - HDAIT",185
"716","1910139","CAL/AM WATER COMPANY - SAN MARINO",47213
"717","1910140","RUBIO CANON LAND & WATER ASSOCIATION",9600
"718","1910142","GSWC-SAN DIMAS",55123
"719","1910143","SAN FERNANDO-CITY, WATER DEPT.",24560
"720","1910144","SAN GABRIEL COUNTY WD",52500
"721","1910146","SANTA MONICA-CITY, WATER DIVISION",93640
"722","1910147","SATIVA-L.A. CWD",6837
"723","1910148","SIERRA MADRE-CITY, WATER DEPT.",11094
"724","1910149","SIGNAL HILL - CITY, WATER DEPT.",11673
"725","1910152","SOUTH GATE-CITY, WATER DEPT.",88654
"726","1910153","SOUTH MONTEBELLO IRRIGATION DIST.",9735
"727","1910154","CITY OF SOUTH PASADENA",26174
"728","1910155","GSWC - SOUTHWEST",272199
"729","1910156","BEVERLY HILLS-CITY, WATER DEPT.",43628
"730","1910157","SUNNY SLOPE WATER CO.",30700
"731","1910159","TRACT 180 MUTUAL WATER CO.",14000
"732","1910160","TRACT 349 MUTUAL WATER CO.",7500
"733","1910161","LIBERTY UTILITIES - LYNWOOD",24658
"734","1910163","VALENCIA HEIGHTS WATER CO.",7775
"735","1910165","VALLEY VIEW MUTUAL WATER CO.",4074
"736","1910166","VALLEY WATER CO.",9900
"737","1910167","VERNON-CITY, WATER DEPT.",45000
"738","1910169","WALNUT PARK MUTUAL WATER CO.",16215
"739","1910173","WHITTIER-CITY, WATER DEPT.",49954
"740","1910174","SUBURBAN WATER SYSTEMS-WHITTIER",64489
"741","1910179","BURBANK-CITY, WATER DEPT.",105110
"742","1910186","CAL-AM WATER COMPANY - DUARTE",24486
"743","1910191","NORWALK - CITY, WATER DEPT.",12794
"744","1910195","GSWC - HOLLYDALE",7686
"745","1910199","CALIFORNIA DOMESTIC WATER COMPANY",221240
"746","1910203","LOS ANGELES CWWD 40, R24, 27,33-PEARBLSM",10596
"747","1910204","LOS ANGELES CO WW DISTRICT 29 & 80-MALIB",31112
"748","1910205","SUBURBAN WATER SYSTEMS-SAN JOSE",171182
"749","1910211","LIBERTY UTILITIES - BELLFLOWER-NORWALK",71745
"750","1910212","GSWC-SOUTH ARCADIA",26277
"751","1910213","TORRANCE-CITY, WATER DEPT.",106141
"752","1910223","GSWC-SOUTH SAN GABRIEL",17046
"753","1910225","LAS VIRGENES MWD",75384
"754","1910238","LOCKHEED MARTIN SKUNK WORKS",365
"755","1910239","LAKEWOOD - CITY, WATER DEPT.",60400
"756","1910240","SANTA CLARITA VALLEY W.A.-VALENCIA DIVIS",97300
"757","1910242","CALIFORNIA WATER SERVICE CO-LAKE HUGHES",667
"758","1910243","CALIFORNIA WATER SERVICE CO-LEONA VALLEY",1233
"759","1910244","GREEN VALLEY CWD",1000
"760","1910245","SANTA FE SPRINGS - CITY, WATER DEPT.",18199
"761","1910246","LAND PROJECTS MUTUAL WATER CO.",1500
"762","1910247","SANTA CLARITA VALLEY W.A.-CASTAIC DIV.",6310
"763","1910248","LOS ANGELES CO WW DIST 37-ACTON",6514
"764","1910249","WHITE FENCE FARMS MUTUAL WATER CO.",1145
"765","1910250","SANTA CLARITA VALLEY W.A.-PINETREE DIV.",9158
"766","1910253","CENTRAL BASIN MWD",40700
"767","1910254","HUNGRY VALLEY STATE VEHICULAR REC AREA",127
"768","1910255","SANTA CLARITA VALLEY W.A.-TESORO DIV.",3838
"769","1910305","QUAIL CANYON SEA",330
"770","2000275","VALLEY CHILDREN'S HOSPITAL",2500
"771","2000293","MD 46 AHWAHNEE RESORTS",300
"772","2000352","MADERA IRRIGATION DISTRICT",50
"773","2000502","BASS LAKE HEIGHTS MUTUAL WATER",250
"774","2000509","CASCADEL MUTUAL WATER SYSTEM",300
"775","2000526","PIKE RANCH MUTUAL WATER CO",74
"776","2000527","YOSEMITE FORKS EST MUTUAL",110
"777","2000538","CEDAR VALLEY MUTUAL WATER CO",137
"778","2000542","MADERA CO SA#02 W WISHON COVE",226
"779","2000544","MADERA CO MD#01 HIDDEN LAKE ESTATES",162
"780","2000549","MD 05 MOUNTAIN RANCHES",150
"781","2000550","MD 06 LAKE SHORE PARK",130
"782","2000554","MD 33 FAIRMEAD",568
"783","2000558","COARSEGOLD MARKET WATER SYSTEM",100
"784","2000561","MD 08 NORTH FORK WATER SYSTEM",264
"785","2000567","YOSEMITE HIGH SCHOOL",796
"786","2000568","QUEEN'S INN BY THE RIVER",50
"787","2000573","THE VILLAGE",40
"788","2000589","MAMMOTH POOL MOBILE HOME PARK",60
"789","2000593","OAKHURST MOBILE HOME ESTATES",114
"790","2000597","DAIRYLAND SCHOOL",250
"791","2000600","HOWARD ELEMENTARY SCHOOL",673
"792","2000601","LA VINA SCHOOL",350
"793","2000602","RIPPERDAN COMMUNITY DAY SCHOOL",195
"794","2000611","COARSEGOLD ELEMENTARY SCHOOL",464
"795","2000612","NORTH FORK UNION SCHOOL",350
"796","2000619","COLD SPRING GRANITE CO RAYMOND",43
"797","2000659","CBUSO DBA MISSION BELL WINERY",440
"798","2000688","ECCO",100
"799","2000724","SA 14 CHUK CHANSE SUBDIVISION",100
"800","2000729","MADERA CO SA#16 SUMNER HILL-WATER SYSTEM",135
"801","2000737","MD 42 STILL MEADOW",100
"802","2000757","MD 63 MEADOW SPRINGS RANCH",300
"803","2000760","DIXIELAND ELEMENTARY SCHOOL",350
"804","2000775","OAK CREEK MOBILE HOME PARK(WATER)",370
"805","2000785","VALLEY TEEN RANCH",50
"806","2000834","EXTRA MART",200
"807","2000848","SAND CASTLE DAY CARE",50
"808","2000885","RIPPERDAN DEHYDRATOR",30
"809","2000944","BONITA MINI MART KATYS MARKET  WATER",50
"810","2000951","SWS LAND DEVELOPMENT INC",504
"811","2010001","CHOWCHILLA CITY WATER DEPT",13220
"812","2010002","CITY OF MADERA",66082
"813","2010003","BASS LAKE WATER COMPANY",4527
"814","2010004","MADERA CO CMD NO 19 PARKWOOD",1637
"815","2010005","YOSEMITE SPRING PARK UTIL CO",5921
"816","2010007","HILLVIEW WC-OAKHURST/SIERRA LAKES",4328
"817","2010009","MADERA CO SA NO 19-ROLLING HILLS",1102
"818","2010011","MADERA CO SA #1-INDIAN LAKES",1562
"819","2010012","HILLVIEW WATER CO-RAYMOND",307
"820","2010013","HILLVIEW WATER CO-COARSEGOLD",79
"821","2010014","HILLVIEW WATER CO-GOLDSIDE-HIL",1026
"822","2010015","PARAMOUNT FARMS-FIREBAUGH",359
"823","2010016","RIVERSTONE/ROOTCREEK WATER DISTRICT",340
"824","2010017",NA,NA
"825","2010800","CENTRAL CA WOMENS FACILITY",2847
"826","2010801","VALLEY STATE PRISON",3515
"827","2100508","MUIR BEACH COMMUNITY",436
"828","2100519","ESTERO MUTUAL",186
"829","2100527","MARIN FRENCH CHEESE CO",128
"830","2100531","NICK'S COVE",90
"831","2100549","BLUE MOUNTAIN CENTER",35
"832","2100566","SKYWALKER RANCH",250
"833","2100568","CAMP TAMARANCHO",100
"834","2100577","SHORELINE SCHOOL DIST: BUS GARAGE",26
"835","2100578","MARSHALL BOAT WORKS",33
"836","2100579","NICASIO VALLEY RANCH MUTUAL",51
"837","2100581","HOG ISLAND OYSTER CO.",170
"838","2100582","NICASIO SCHOOL",70
"839","2100584","MCEVOY RANCH WATER SYSTEM",41
"840","2110001","INVERNESS PUBLIC UTILITY DIST",1304
"841","2110002","MARIN MUNICIPAL WATER DISTRICT",190600
"842","2110003","NORTH MARIN WATER DISTRICT",61500
"843","2110004","STINSON BEACH COUNTY WTR DIST",1500
"844","2110005","BOLINAS COMMUNITY PUD",2620
"845","2110006","NORTH MARIN WD - PT. REYES",1700
"846","2110007","COAST SPRINGS - CAL. WATER SERVICE (PUC)",210
"847","2110008","LAWSON S LANDING",894
"848","2110302","CSP - ANGEL ISLAND ST PARK",2000
"849","2110501","NPS PRNS - LAGUNA SYSTEM",300
"850","2110502","NPS PRNS - BEACHES",55
"851","2110503","NPS PRNS - GLEN AND WILDCAT CAMPGROUNDS",1200
"852","2201070","MARIPOSA DISTRICT FAIRGROUND",200
"853","2202036","YOSEMITE RV PARK RESORT(FKA KOA CG)",102
"854","2208056","BUCK MEADOWS LODGE-YOSEMITE WESTGATE",28
"855","2210001","MARIPOSA PUBLIC UTILITY DIST",2000
"856","2210003","DELAWARE NORTH PARKS SERVICES AT TENAYA",800
"857","2210900","CEDAR LODGE RESORT",28
"858","2210905","MCCLURE BOAT CLUB, INC.",283
"859","2210907","MUSD - CATHEYS VALLEY ELEMENTARY SCHOOL",157
"860","2210908","MUSD -COULTERVILLE - GREELEY HILL SCHOOL",70
"861","2210909","MUSD - MARIPOSA JUNIOR HIGH SCHOOL",50
"862","2210911",NA,NA
"863","2210921","WHISPERING PINES APARTMENTS",55
"864","2210922","YOSEMITE RESORT PROPERTIES",25
"865","2210926","YOSEMITE VIEW LODGE",50
"866","2210937","MARIPOSA COUNTY PUBLIC WORKS DEPARTMENT",135
"867","2210943","MARIPOSA INDUSTRIAL PARK WATER COMPANY",25
"868","2300509","ORR SPRINGS RESORT",84
"869","2300514","ELK COUNTY WATER DISTRICT",380
"870","2300519","COAST INN AND SPA",25
"871","2300524","PINE BEACH INN",100
"872","2300541","HERITAGE HOUSE",75
"873","2300545","SHORELANDS ROAD & WATER COMPANY",85
"874","2300590","SURFWOOD MUTUAL WATER CORPORATION",160
"875","2300591","PINE MOUNTAIN MUTUAL WATER CO.",310
"876","2300596","BIG RIVER VISTA MUTUAL WATER COMPANY",36
"877","2300604","POINT OF VIEW MUTUAL WATER CO",56
"878","2300609","SEAFAIR ROAD AND WATER COMPANY",50
"879","2300617","LITTLE RIVER INN",125
"880","2300625","INN AT SCHOOLHOUSE CREEK",77
"881","2300626","STANFORD INN BY THE SEA",133
"882","2300628","MENDOCINO HOTEL",50
"883","2300629","POMO CAMPGROUND",200
"884","2300634","OCEAN'S EDGE ESTATES",250
"885","2300635","REDWOODS RIVER RESORT & CAMPGROUND",27
"886","2300645","SHORELINE COTTAGES",29
"887","2300663","BRANSCOMB MUTUAL WATER COMPANY",92
"888","2300667","WOODS, THE (MENDOCINO)",150
"889","2300705","LITTLE LAKE MOBILE HOME PARK",40
"890","2300708","RIDGEWOOD WATER SYSTEM",220
"891","2300717","CREEKSIDE CABINS & RV RESORT",124
"892","2300730","WESTPORT COUNTY WATER DISTRICT",369
"893","2300740","MACCALLUM HOUSE INN",200
"894","2300743","DOLPHIN ISLE MARINA",560
"895","2300755","POTTER VALLEY SCHOOL DISTRICT",312
"896","2300757","GLENDEVEN INN",27
"897","2300785","LEGGETT VALLEY SCHOOL",100
"898","2300802","HARVEST AT MENDOSAS",43
"899","2300804","GREEN REAL ESTATE ENTERPRISES LLC",108
"900","2300821","MENDOCINO ART CENTER",108
"901","2300826","MANCHESTER UNION ELEMENTARY SCHOOL",95
"902","2300831","HIDDEN PINES CAMPGROUND",362
"903","2300832","HILLS RANCH MUTUAL WATER COMPANY",60
"904","2300847","WHALE GULCH ELEMENTARY SCHOOL",50
"905","2300852","FETZER VINEYARDS",240
"906","2300871","PACIFIC REEFS WATER DISTRICT",25
"907","2300872","DICK'S PLACE",25
"908","2300874","MONTESSORI DEL MAR LEARNING CENTER",50
"909","2300905","NAVARRO VINEYARDS",110
"910","2300950","MENDOCINO COUNTY FAIRGROUNDS",100
"911","2310001","FORT BRAGG, CITY OF",7250
"912","2310002","ROGINA WATER COMPANY INC.",3700
"913","2310003","UKIAH, CITY OF",16185
"914","2310004","WILLITS, CITY OF",6175
"915","2310006","MILLVIEW COUNTY WATER DISTRICT",5990
"916","2310007","NORTH GUALALA WATER COMPANY",2630
"917","2310008","REDWOOD VALLEY COUNTY WATER DISTRICT",5200
"918","2310009","BROOKTRAILS TOWNSHIP CSD",3800
"919","2310011","LAYTONVILLE COUNTY WATER DISTRICT",1320
"920","2310013","POINT ARENA WATER WORKS",646
"921","2310300","CSP-MANCHESTER STATE PARK",420
"922","2310301","CSP-MACKERRICHER STATE PARK",1416
"923","2310302","CSP-VAN DAMME STATE PARK",2002
"924","2310303","CSP-HENDY WOODS STATE PARK",228
"925","2310304","CSP-RUSSIAN GULCH STATE PARK",30
"926","2310308","CSP-MENDOCINO HEADLANDS-SEA ARCH",500
"927","2310316","CSP-MENDOCINO HEADLANDS - FORD HOUSE",275
"928","2310317","CSP-PT. CABRILLO LIGHTHOUSE",430
"929","2310800","CDF-PARLIN FORK CONSERVATION CAMP",140
"930","2310801","CDF-CHAMBERLAIN CREEK CONSERVATION CAMP",140
"931","2400013","SENSIENT NATURAL INGREDIENTS LLC",400
"932","2400053","EL NIDO MOBILE HOME PARK",137
"933","2400055","SAPUTO DAIRY FOODS USA, LLC",280
"934","2400065","PLAINSBURG ELEMENTARY SCHOOL",136
"935","2400075","EL NIDO ELEMENTARY SCHOOL",216
"936","2400078","TURLOCK GOLF & COUNTRY CLUB",360
"937","2400089","HAGAMAN COUNTY PARK",360
"938","2400117","RANCHO DEL REY GOLF CLUB",150
"939","2400122","LONGVIEW MENNONITE SCHOOL",110
"940","2400134","BUHACH PRESCHOOL (KINDERCARE)",110
"941","2400139","YOSEMITE WHOLESALE",264
"942","2400165","FOSTER FARMS DELHI FEEDMILL COLLIER ROAD",135
"943","2400166","FOSTER FARMS CHICKEN LIVEHAUL (SYCAMORE",100
"944","2400169","E & J GALLO WINERY",225
"945","2400170","HILMAR CHEESE COMPANY",1000
"946","2400172","JOHN LATORACCA CORRECTIONAL FACILITY",800
"947","2400200","SAN JOAQUIN VALLEY NATIONAL CEMETERY",25
"948","2400209","SAN LUIS HILLS",300
"949","2400226","HARRIS WOOLF ALMONDS-BALLICO",65
"950","2400231","JOHN B. SANFILIPPO & SON, INC.",100
"951","2400240","THE VISTA RANCH AND CELLARS",100
"952","2400245","DELHI KINGDOM HALL",452
"953","2400331","QUAIL H FARMS WATER SYSTEM",30
"954","2400334","CALIFORNIA SWEET POTATO GROWERS COOP",26
"955","2400336","DOREVA PRODUCE",36
"956","2400338","PARREIRA ALMOND PROCESSING COMPANY, LLC",40
"957","2400339","SELECT HARVEST USA",120
"958","2410001","CITY OF ATWATER",30406
"959","2410002","CITY OF DOS PALOS",7452
"960","2410003","CITY OF GUSTINE",5546
"961","2410004","CITY OF LIVINGSTON",14894
"962","2410005","CITY OF LOS BANOS",39359
"963","2410006","DELHI CWD",8625
"964","2410007","PLANADA CSD",4500
"965","2410008","MEADOWBROOK WC",6309
"966","2410009","CITY OF MERCED",80542
"967","2410010","WINTON WATER & SANITARY DIST",8500
"968","2410011","LE GRAND COMM SERVICES DIST",1700
"969","2410012","HILMAR COUNTY WATER DISTRICT",4850
"970","2410018","SANTA NELLA COUNTY WATER DISTRICT",1308
"971","2410700","CASTLE AIRPORT",1500
"972","2410950","DWR - SAN LUIS DIVISION O&M",150
"973","2600568","EDNA BEAMAN ELEMENTARY SCHOOL",90
"974","2600570","COLEVILLE HIGH SCHOOL",333
"975","2600700","SIERRA BUSINESS PARK OWNER'S ASSOCIATION",25
"976","2600727","HOT CREEK HATCHERY",44
"977","2610001","MAMMOTH CWD",16624
"978","2610002","JUNE LAKE PUD VILLAGE",2740
"979","2610003","BRIDGEPORT PUD",2150
"980","2610004","JUNE LAKE PUD - DOWN CANYON",2810
"981","2610701","USMC - HOUSING COLEVILLE",325
"982","2700509","OAK MANOR WS",71
"983","2700511","NORMCO WC",928
"984","2700518","WATSONVILLE PRODUCE INC",100
"985","2700523","CALERA CANYON HEIGHTS HOA",39
"986","2700534","COLONIAL OAK WC INC",198
